piA piG piC piT TT_ratio perturbation RootInferenceParamRateMatrix[0,1] RootInferenceParamRateMatrix[0,2] RootInferenceParamRateMatrix[0,3] RootInferenceParamRateMatrix[1,0] RootInferenceParamRateMatrix[1,2] RootInferenceParamRateMatrix[1,3] RootInferenceParamRateMatrix[2,0] RootInferenceParamRateMatrix[2,1] RootInferenceParamRateMatrix[2,3] RootInferenceParamRateMatrix[3,0] RootInferenceParamRateMatrix[3,1] RootInferenceParamRateMatrix[3,2] StatPiA StatPiG StatPiC StatPiT gammaShape treeState LogLikelihood
0.2550000 0.2550000 0.2450000 0.2450000 1.1379718 0.1811401 0.2276099 0.2424242 0.2262641 0.4418519 0.3197093 0.2643950 0.2365477 0.2474568 0.4070653 0.2364800 0.1937957 0.3628962 0.2927803 0.1782219 0.2551326 0.2738653 0.6387181 ((Lemur_catta:0.3382967,M_fascicularis:0.1620108):0.0125376,((Macaca_fuscata:0.1826966,(Gorilla:0.2078516,(M_mulatta:0.0640900,M_sylvanus:0.1942305):0.0774626):0.0101176):0.0089511,((Pongo:0.2764899,Saimiri_sciureus:0.2784263):0.0344950,(Tarsius_syrichta:0.1521101,(Pan:0.0615237,(Homo_sapiens:0.0562962,Hylobates:0.3744841):0.0154018):0.1581650):0.0725772):0.0160735):0.0041912); -6915.1850161
0.2550000 0.2550000 0.2450000 0.2450000 1.3150391 0.1784702 0.2547781 0.2241502 0.1992265 0.5113852 0.3397359 0.3187050 0.2307143 0.2420645 0.4070653 0.2459610 0.1859972 0.4308371 0.3088184 0.1639584 0.2686173 0.2586059 0.6387181 (((Gorilla:0.2078516,Macaca_fuscata:0.1826966):0.0100435,(M_mulatta:0.0556517,M_sylvanus:0.1942305):0.0531530):0.0019914,((Lemur_catta:0.3464368,M_fascicularis:0.1620108):0.0169777,((Pongo:0.2670591,Saimiri_sciureus:0.2784263):0.0353915,(Tarsius_syrichta:0.1521101,(Hylobates:0.3744841,(Homo_sapiens:0.0562962,Pan:0.0832071):0.0155670):0.1581650):0.0793501):0.0346472):0.0069597); -6834.6659424
0.2550000 0.2550000 0.2450000 0.2450000 1.3150391 0.1816499 0.2857195 0.2472321 0.1748508 0.5583765 0.3250114 0.2818805 0.2251126 0.2347526 0.4269286 0.2422807 0.1546461 0.4384137 0.3046345 0.1639745 0.2728464 0.2585446 0.6387181 (Gorilla:0.0749226,(Macaca_fuscata:0.1826966,((M_mulatta:0.0477278,M_sylvanus:0.1942305):0.0531530,((Lemur_catta:0.4805064,M_fascicularis:0.1620108):0.0169777,(Tarsius_syrichta:0.2618091,((Hylobates:0.3744841,(Homo_sapiens:0.0562962,Pan:0.0871150):0.1164822):0.0338916,(Pongo:0.2670591,Saimiri_sciureus:0.3000474):0.0353915):0.1251542):0.0367619):0.0083408):0.0091180):0.1940441); -6657.3066097
0.2550000 0.2550000 0.2450000 0.2450000 2.0359771 0.3958446 0.2695766 0.2482757 0.1753249 0.5605551 0.3788097 0.2647305 0.1952457 0.2347526 0.4332168 0.2097553 0.1342172 0.5694096 0.2866347 0.1527831 0.3128810 0.2477012 0.5797209 (Gorilla:0.0981953,(Macaca_fuscata:0.1826966,((M_mulatta:0.0179347,M_sylvanus:0.1706028):0.0417846,((Lemur_catta:0.5612212,M_fascicularis:0.1669827):0.0169777,(Tarsius_syrichta:0.2618091,(Saimiri_sciureus:0.3314912,(Pongo:0.2670591,(Hylobates:0.1833425,(Homo_sapiens:0.0606351,Pan:0.0857303):0.0896880):0.0293257):0.0356843):0.0575856):0.0942052):0.0083408):0.0083392):0.1999087); -6529.8511122
0.3268958 0.1478770 0.2966983 0.2285289 1.3929207 0.3892896 0.2520229 0.2358495 0.1823824 0.6584667 0.4646994 0.2790155 0.1937921 0.2099259 0.4679137 0.2161403 0.1232422 0.6652866 0.2977507 0.1248736 0.3333771 0.2439986 0.5450023 (Gorilla:0.0981953,((Macaca_fuscata:0.1694360,(M_mulatta:0.0211865,M_sylvanus:0.1731710):0.0370927):0.0075531,((Lemur_catta:0.5612212,M_fascicularis:0.0410389):0.0186860,(Tarsius_syrichta:0.2743963,(Saimiri_sciureus:0.3314912,(Pongo:0.0811591,(Hylobates:0.1808586,(Homo_sapiens:0.0606351,Pan:0.0857303):0.0896880):0.0293257):0.0356843):0.0732039):0.2855682):0.0081448):0.1999087); -6437.4483677
0.3268958 0.1478770 0.2966983 0.2285289 2.6468044 0.3830963 0.2560529 0.2088186 0.1596141 0.6925823 0.4471476 0.2385135 0.2126813 0.2099259 0.4933568 0.1721194 0.1002527 0.6652866 0.3130535 0.1240327 0.3132529 0.2496609 0.5378200 (Gorilla:0.0981953,((Macaca_fuscata:0.1694360,(M_mulatta:0.0233011,M_sylvanus:0.1693639):0.0346530):0.0079180,((Lemur_catta:0.5612212,M_fascicularis:0.0810544):0.0203038,(Tarsius_syrichta:0.3768741,(Saimiri_sciureus:0.3253823,((Homo_sapiens:0.0606351,Pan:0.0801206):0.0875744,(Hylobates:0.1808586,Pongo:0.0811591):0.0309571):0.0356843):0.1283316):0.2500843):0.0101584):0.2614684); -6385.0899856
0.3208175 0.1628193 0.3430626 0.1733005 2.0511990 0.3414838 0.2545841 0.2088186 0.1270407 0.6925823 0.4569738 0.2104894 0.2142188 0.2068836 0.5188791 0.1721194 0.0934664 0.6923535 0.3279272 0.1247663 0.3090185 0.2382879 0.4878181 (Tarsius_syrichta:0.2731496,((Saimiri_sciureus:0.3229256,(Hylobates:0.1801473,(Pongo:0.0811591,(Homo_sapiens:0.0606351,Pan:0.0801206):0.0875744):0.0306977):0.0637453):0.1212856,(Gorilla:0.2261896,((Lemur_catta:0.6361673,M_fascicularis:0.0720046):0.0315249,(Macaca_fuscata:0.1692985,(M_mulatta:0.0214802,M_sylvanus:0.1693639):0.0342245):0.0372448):0.1621898):0.2500843):0.1037245); -6292.3166022
0.3208175 0.1628193 0.3430626 0.1733005 2.0266337 0.3558805 0.2870480 0.2130025 0.1096687 0.7548739 0.4730414 0.2121414 0.2231955 0.1702266 0.5188791 0.1648956 0.0927192 0.8054674 0.3285081 0.1189574 0.3325787 0.2199557 0.4878181 ((Tarsius_syrichta:0.6387545,(Saimiri_sciureus:0.3229256,(Hylobates:0.1801473,(Pongo:0.0809466,(Homo_sapiens:0.0604147,(Gorilla:0.1798475,Pan:0.0194469):0.0576814):0.0875744):0.0315588):0.0637453):0.1212856):0.0384385,((Lemur_catta:0.6361673,M_fascicularis:0.0649742):0.0264103,(Macaca_fuscata:0.1692985,(M_mulatta:0.0361454,M_sylvanus:0.1693639):0.0047750):0.0372448):0.1237512); -6065.5613098
0.3374077 0.1567529 0.2732231 0.2326162 2.0266337 0.3558805 0.2870480 0.1896621 0.1262099 1.1031156 0.4727761 0.1969020 0.2148914 0.1684554 0.5188791 0.1757598 0.0900404 0.7567542 0.3603798 0.0997452 0.3158930 0.2239820 0.4738903 ((Tarsius_syrichta:0.6379884,(Saimiri_sciureus:0.3560916,(Hylobates:0.1801473,(Pongo:0.0838341,(Homo_sapiens:0.0604147,(Gorilla:0.0790171,Pan:0.0185058):0.0576814):0.0869825):0.0328500):0.0632126):0.1064717):0.0377291,((Lemur_catta:0.6711525,M_fascicularis:0.0649742):0.0194574,(M_sylvanus:0.1707165,(M_mulatta:0.0355854,Macaca_fuscata:0.1547834):0.0046974):0.0142761):0.1415959); -6023.6413747
0.4497358 0.1144716 0.2547130 0.1810795 2.7325654 0.3835098 0.2898636 0.1793615 0.1394356 1.1031156 0.3955375 0.1786171 0.1852498 0.1601242 0.5766824 0.1630384 0.0800708 0.8111791 0.3435886 0.1010914 0.3185234 0.2367967 0.4677859 ((Saimiri_sciureus:0.3723385,(Hylobates:0.1801473,(Pongo:0.0918076,(Pan:0.0185058,(Gorilla:0.0805700,Homo_sapiens:0.0538620):0.0563187):0.0939763):0.0472313):0.0538856):0.0862587,(Tarsius_syrichta:0.6237425,((Lemur_catta:0.6318356,M_fascicularis:0.0628320):0.0135539,(M_sylvanus:0.1707165,(M_mulatta:0.0362834,Macaca_fuscata:0.0864435):0.0043371):0.0142761):0.1453658):0.0144170); -5965.6586994
